Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
50,2021-09-14,1,1,0,0,0,0,0,0,0,0,0.115,0.148,0.173,0.321
51,September,5,5,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
0,2021-04-06,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2021-04-07,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2,2021-04-13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,2021-04-17,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4,2021-04-18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,2021-04-20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
6,2021-04-21,2,2,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5
7,2021-04-23,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
8,2021-04-24,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4
9,2021-04-25,3,2,0,0,0,0,0,0,1,0,0.143,0.25,0.143,0.393
10,April,8,7,1,1,0,0,0,0,1,3,0.143,0.25,0.143,0.393
11,2021-05-01,1,1,0,0,0,0,0,0,0,0,0.125,0.222,0.125,0.347
12,2021-05-02,1,1,0,0,0,0,0,0,0,1,0.111,0.2,0.111,0.311
13,2021-05-03,1,1,0,0,0,0,0,0,0,0,0.1,0.182,0.1,0.282
14,2021-05-05,3,3,0,0,0,0,0,0,0,2,0.077,0.143,0.077,0.22
15,2021-05-05,1,1,0,0,0,0,0,0,0,0,0.071,0.133,0.071,0.205
16,2021-05-06,1,1,0,0,0,0,0,0,0,0,0.067,0.125,0.067,0.192
17,2021-05-07,1,1,0,0,0,0,0,0,0,0,0.063,0.118,0.063,0.18
18,2021-05-08,1,1,0,0,0,0,0,0,0,0,0.059,0.111,0.059,0.17
19,2021-05-09,1,1,0,0,0,0,0,0,0,1,0.056,0.105,0.056,0.161
20,2021-05-11,3,3,0,0,0,0,0,0,0,1,0.048,0.091,0.048,0.138
21,May,14,14,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0
22,2021-06-19,3,3,0,2,2,0,0,0,0,0,0.125,0.16,0.208,0.368
23,2021-06-20,2,2,0,0,0,0,0,0,0,1,0.115,0.148,0.192,0.34
24,2021-06-21,3,3,0,0,0,0,0,0,0,0,0.103,0.133,0.172,0.306
25,2021-06-21,0,0,0,0,0,0,0,0,0,0,0.103,0.133,0.172,0.306
26,2021-06-22,3,3,0,0,0,0,0,0,0,1,0.094,0.121,0.156,0.278
27,2021-06-23,0,0,0,0,0,0,0,0,0,0,0.094,0.121,0.156,0.278
28,2021-06-25,1,1,0,0,0,0,0,0,0,1,0.091,0.118,0.152,0.269
29,2021-06-25,2,2,0,0,0,0,0,0,0,1,0.086,0.111,0.143,0.254
30,2021-06-26,2,2,0,0,0,0,0,0,0,2,0.081,0.105,0.135,0.24
31,2021-06-28,1,1,0,0,0,0,0,0,0,1,0.079,0.103,0.132,0.234
32,2021-06-29,1,1,0,0,0,0,0,0,0,0,0.077,0.1,0.128,0.228
33,2021-06-30,1,1,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
34,June,19,19,0,2,2,0,0,0,0,7,0.105,0.105,0.211,0.316
35,2021-08-03,0,0,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
36,2021-08-04,0,0,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
37,2021-08-05,5,5,1,3,1,0,0,0,0,0,0.133,0.152,0.2,0.352
38,2021-08-10,0,0,0,0,0,0,0,0,0,0,0.133,0.152,0.2,0.352
39,2021-08-12,1,1,0,0,0,0,0,0,0,0,0.13,0.149,0.196,0.345
40,2021-08-12,0,0,0,0,0,0,0,0,0,0,0.13,0.149,0.196,0.345
41,2021-08-13,2,1,0,0,0,0,0,0,1,0,0.128,0.163,0.191,0.355
42,August,8,7,1,3,1,0,0,0,1,0,0.429,0.5,0.571,1.071
43,2021-09-02,0,0,0,0,0,0,0,0,0,0,0.128,0.163,0.191,0.355
44,2021-09-04,3,3,1,0,0,0,0,0,0,1,0.12,0.154,0.18,0.334
45,2021-09-05,1,1,0,0,0,0,0,0,0,1,0.118,0.151,0.176,0.327
46,2021-09-07,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
47,2021-09-08,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
48,2021-09-09,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
49,2021-09-10,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
50,2021-09-14,1,1,0,0,0,0,0,0,0,0,0.115,0.148,0.173,0.321
51,September,5,5,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
0,2021-04-06,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2021-04-07,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2,2021-04-13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,2021-04-17,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4,2021-04-18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,2021-04-20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
6,2021-04-21,2,2,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5
7,2021-04-23,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
8,2021-04-24,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4
9,2021-04-25,3,2,0,0,0,0,0,0,1,0,0.143,0.25,0.143,0.393
10,April,8,7,1,1,0,0,0,0,1,3,0.143,0.25,0.143,0.393
11,2021-05-01,1,1,0,0,0,0,0,0,0,0,0.125,0.222,0.125,0.347
12,2021-05-02,1,1,0,0,0,0,0,0,0,1,0.111,0.2,0.111,0.311
13,2021-05-03,1,1,0,0,0,0,0,0,0,0,0.1,0.182,0.1,0.282
14,2021-05-05,3,3,0,0,0,0,0,0,0,2,0.077,0.143,0.077,0.22
15,2021-05-05,1,1,0,0,0,0,0,0,0,0,0.071,0.133,0.071,0.205
16,2021-05-06,1,1,0,0,0,0,0,0,0,0,0.067,0.125,0.067,0.192
17,2021-05-07,1,1,0,0,0,0,0,0,0,0,0.063,0.118,0.063,0.18
18,2021-05-08,1,1,0,0,0,0,0,0,0,0,0.059,0.111,0.059,0.17
19,2021-05-09,1,1,0,0,0,0,0,0,0,1,0.056,0.105,0.056,0.161
20,2021-05-11,3,3,0,0,0,0,0,0,0,1,0.048,0.091,0.048,0.138
21,May,14,14,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0
22,2021-06-19,3,3,0,2,2,0,0,0,0,0,0.125,0.16,0.208,0.368
23,2021-06-20,2,2,0,0,0,0,0,0,0,1,0.115,0.148,0.192,0.34
24,2021-06-21,3,3,0,0,0,0,0,0,0,0,0.103,0.133,0.172,0.306
25,2021-06-21,0,0,0,0,0,0,0,0,0,0,0.103,0.133,0.172,0.306
26,2021-06-22,3,3,0,0,0,0,0,0,0,1,0.094,0.121,0.156,0.278
27,2021-06-23,0,0,0,0,0,0,0,0,0,0,0.094,0.121,0.156,0.278
28,2021-06-25,1,1,0,0,0,0,0,0,0,1,0.091,0.118,0.152,0.269
29,2021-06-25,2,2,0,0,0,0,0,0,0,1,0.086,0.111,0.143,0.254
30,2021-06-26,2,2,0,0,0,0,0,0,0,2,0.081,0.105,0.135,0.24
31,2021-06-28,1,1,0,0,0,0,0,0,0,1,0.079,0.103,0.132,0.234
32,2021-06-29,1,1,0,0,0,0,0,0,0,0,0.077,0.1,0.128,0.228
33,2021-06-30,1,1,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
34,June,19,19,0,2,2,0,0,0,0,7,0.105,0.105,0.211,0.316
35,2021-08-03,0,0,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
36,2021-08-04,0,0,0,0,0,0,0,0,0,0,0.075,0.098,0.125,0.223
37,2021-08-05,5,5,1,3,1,0,0,0,0,0,0.133,0.152,0.2,0.352
38,2021-08-10,0,0,0,0,0,0,0,0,0,0,0.133,0.152,0.2,0.352
39,2021-08-12,1,1,0,0,0,0,0,0,0,0,0.13,0.149,0.196,0.345
40,2021-08-12,0,0,0,0,0,0,0,0,0,0,0.13,0.149,0.196,0.345
41,2021-08-13,2,1,0,0,0,0,0,0,1,0,0.128,0.163,0.191,0.355
42,August,8,7,1,3,1,0,0,0,1,0,0.429,0.5,0.571,1.071
43,2021-09-02,0,0,0,0,0,0,0,0,0,0,0.128,0.163,0.191,0.355
44,2021-09-04,3,3,1,0,0,0,0,0,0,1,0.12,0.154,0.18,0.334
45,2021-09-05,1,1,0,0,0,0,0,0,0,1,0.118,0.151,0.176,0.327
46,2021-09-07,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
47,2021-09-08,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
48,2021-09-09,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
49,2021-09-10,0,0,0,0,0,0,0,0,0,0,0.118,0.151,0.176,0.327
50,2021-09-14,1,1,0,0,0,0,0,0,0,0,0.115,0.148,0.173,0.321
51,September,5,5,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
