Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
1,2021-04-08,3,3,0,0,0,0,0,0,0,2,0.143,0.143,0.571,0.714
2,2021-04-13,4,2,0,0,0,0,0,0,2,1,0.111,0.273,0.444,0.717
3,2021-04-14,4,3,1,1,0,0,1,2,1,1,0.167,0.333,0.667,1.0
4,2021-04-16,4,3,0,0,0,0,0,0,1,1,0.133,0.316,0.533,0.849
5,2021-04-17,4,4,0,1,0,0,0,0,0,2,0.158,0.304,0.474,0.778
6,2021-04-18,3,2,0,0,0,0,0,0,0,0,0.143,0.308,0.429,0.736
7,2021-04-23,2,2,1,1,1,0,0,0,0,1,0.174,0.321,0.478,0.8
8,2021-04-24,5,4,2,2,1,0,0,2,1,1,0.222,0.364,0.519,0.882
9,2021-04-28,1,0,0,0,0,0,0,1,1,0,0.222,0.382,0.519,0.901
10,2021-04-29,2,2,0,0,0,0,0,0,0,2,0.207,0.361,0.483,0.844
11,April,36,29,6,6,2,0,2,7,6,11,0.207,0.361,0.483,0.844
12,2021-05-02,1,1,0,1,1,0,0,0,0,0,0.233,0.378,0.533,0.912
13,2021-05-04,1,1,0,1,0,0,0,0,0,0,0.258,0.395,0.548,0.943
14,2021-05-05,3,3,0,0,0,0,0,0,0,1,0.235,0.366,0.5,0.866
15,2021-05-10,4,3,1,0,0,0,0,0,1,1,0.216,0.356,0.459,0.815
16,2021-05-13,5,2,1,1,0,0,0,0,2,1,0.231,0.388,0.462,0.849
17,2021-05-18,1,1,0,0,0,0,0,0,0,1,0.225,0.38,0.45,0.83
18,2021-05-19,1,1,0,0,0,0,0,0,0,0,0.22,0.373,0.439,0.812
19,2021-05-21,5,5,1,3,1,0,0,1,0,1,0.261,0.393,0.478,0.871
20,2021-05-23,2,2,1,1,0,0,0,0,0,1,0.271,0.397,0.479,0.876
21,May,23,19,4,7,2,0,0,1,3,6,0.368,0.455,0.474,0.928
22,2021-06-15,1,0,1,0,0,0,0,0,1,0,0.271,0.407,0.479,0.886
23,2021-06-17,4,2,0,0,0,0,0,0,2,1,0.26,0.413,0.46,0.873
24,2021-06-21,5,5,1,1,1,0,0,0,0,4,0.255,0.397,0.455,0.852
25,2021-06-23,2,2,0,0,0,0,0,0,0,1,0.246,0.386,0.439,0.824
26,2021-06-26,3,3,0,0,0,0,0,0,0,0,0.233,0.37,0.417,0.786
27,2021-06-27,4,2,0,1,0,0,0,0,0,1,0.242,0.382,0.419,0.801
28,2021-06-28,1,0,0,0,0,0,0,0,1,0,0.242,0.39,0.419,0.809
29,2021-06-30,3,2,0,0,0,0,0,0,1,0,0.234,0.388,0.406,0.794
30,June,23,16,2,2,1,0,0,0,5,7,0.125,0.364,0.188,0.551
31,2021-07-01,4,3,1,0,0,0,0,0,1,1,0.224,0.381,0.388,0.769
32,2021-07-02,4,4,0,2,0,0,0,1,0,1,0.239,0.386,0.394,0.781
33,2021-07-03,4,4,0,0,0,0,0,0,0,1,0.227,0.37,0.373,0.743
34,2021-07-04,5,3,0,1,0,0,0,0,2,0,0.231,0.381,0.372,0.753
35,2021-07-08,1,0,0,0,0,0,0,0,1,0,0.231,0.388,0.372,0.76
36,2021-07-09,3,3,0,0,0,0,0,0,0,0,0.222,0.376,0.358,0.734
37,2021-07-11,1,1,0,1,0,0,0,0,0,0,0.232,0.382,0.366,0.748
38,2021-07-17,3,3,0,0,0,0,0,0,0,2,0.224,0.371,0.353,0.724
39,2021-07-18,1,1,0,0,0,0,0,0,0,1,0.221,0.368,0.349,0.717
40,2021-07-23,4,4,0,0,0,0,0,0,0,4,0.211,0.355,0.333,0.688
41,2021-07-28,5,3,0,0,0,0,0,0,2,2,0.204,0.357,0.323,0.679
42,2021-07-30,1,1,0,0,0,0,0,0,0,1,0.202,0.353,0.319,0.673
43,July,36,30,1,4,0,0,0,1,6,13,0.133,0.278,0.133,0.411
44,2021-08-01,1,1,0,0,0,0,0,0,0,1,0.2,0.35,0.316,0.666
45,2021-08-04,4,4,0,0,0,0,0,0,0,2,0.192,0.339,0.303,0.642
46,2021-08-05,3,3,1,1,0,0,1,1,0,1,0.196,0.339,0.333,0.672
47,2021-08-06,2,2,0,0,0,0,0,0,0,0,0.192,0.333,0.327,0.66
48,2021-08-07,3,3,0,0,0,0,0,0,0,1,0.187,0.326,0.318,0.643
49,2021-08-08,1,1,0,0,0,0,0,0,0,1,0.185,0.323,0.315,0.638
50,2021-08-14,4,4,1,1,0,0,0,0,0,0,0.188,0.321,0.313,0.633
51,2021-08-15,1,1,0,1,1,0,0,0,0,0,0.195,0.326,0.327,0.653
52,2021-08-16,4,4,1,1,0,0,1,1,0,1,0.197,0.324,0.35,0.674
53,2021-08-18,2,2,0,1,0,0,0,2,0,0,0.202,0.326,0.353,0.679
54,2021-08-19,4,2,0,0,0,0,0,0,1,1,0.198,0.331,0.347,0.678
55,2021-08-21,0,0,0,0,0,0,0,0,0,0,0.198,0.331,0.347,0.678
56,2021-08-22,1,1,0,0,0,0,0,0,0,1,0.197,0.329,0.344,0.673
57,2021-08-24,4,4,0,0,0,0,0,0,0,3,0.19,0.32,0.333,0.653
58,2021-08-25,0,0,0,0,0,0,0,0,0,0,0.19,0.32,0.333,0.653
59,August,34,32,3,5,1,0,2,4,1,12,0.156,0.206,0.375,0.581
60,2021-09-17,3,3,0,1,1,0,0,0,0,1,0.194,0.32,0.341,0.661
61,2021-09-18,1,1,0,1,0,0,0,1,0,0,0.2,0.325,0.346,0.671
62,2021-09-22,5,5,1,1,0,0,1,1,0,2,0.2,0.321,0.363,0.684
63,2021-09-23,1,1,1,1,0,0,1,1,0,0,0.206,0.325,0.39,0.715
64,2021-09-24,1,1,0,0,0,0,0,0,0,1,0.204,0.323,0.387,0.71
65,2021-09-26,3,2,1,1,0,0,0,0,1,0,0.209,0.329,0.388,0.718
66,2021-09-28,1,0,0,0,0,0,0,1,1,0,0.209,0.333,0.388,0.722
67,2021-09-29,2,2,0,1,0,0,0,0,0,0,0.213,0.335,0.39,0.725
68,September,17,15,3,6,1,0,2,4,2,4,0.4,0.471,0.867,1.337
69,2021-10-01,4,4,1,3,0,0,1,3,0,0,0.228,0.345,0.421,0.766
70,2021-10-02,4,3,1,1,0,0,1,1,1,1,0.23,0.349,0.439,0.788
71,2021-10-03,2,1,1,1,0,0,0,0,1,0,0.235,0.356,0.443,0.799
72,October,10,8,3,5,0,0,2,4,2,1,0.625,0.7,1.375,2.075
0,2021-04-04,4,4,2,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25
1,2021-04-08,3,3,0,0,0,0,0,0,0,2,0.143,0.143,0.571,0.714
2,2021-04-13,4,2,0,0,0,0,0,0,2,1,0.111,0.273,0.444,0.717
3,2021-04-14,4,3,1,1,0,0,1,2,1,1,0.167,0.333,0.667,1.0
4,2021-04-16,4,3,0,0,0,0,0,0,1,1,0.133,0.316,0.533,0.849
5,2021-04-17,4,4,0,1,0,0,0,0,0,2,0.158,0.304,0.474,0.778
6,2021-04-18,3,2,0,0,0,0,0,0,0,0,0.143,0.308,0.429,0.736
7,2021-04-23,2,2,1,1,1,0,0,0,0,1,0.174,0.321,0.478,0.8
8,2021-04-24,5,4,2,2,1,0,0,2,1,1,0.222,0.364,0.519,0.882
9,2021-04-28,1,0,0,0,0,0,0,1,1,0,0.222,0.382,0.519,0.901
10,2021-04-29,2,2,0,0,0,0,0,0,0,2,0.207,0.361,0.483,0.844
11,April,36,29,6,6,2,0,2,7,6,11,0.207,0.361,0.483,0.844
12,2021-05-02,1,1,0,1,1,0,0,0,0,0,0.233,0.378,0.533,0.912
13,2021-05-04,1,1,0,1,0,0,0,0,0,0,0.258,0.395,0.548,0.943
14,2021-05-05,3,3,0,0,0,0,0,0,0,1,0.235,0.366,0.5,0.866
15,2021-05-10,4,3,1,0,0,0,0,0,1,1,0.216,0.356,0.459,0.815
16,2021-05-13,5,2,1,1,0,0,0,0,2,1,0.231,0.388,0.462,0.849
17,2021-05-18,1,1,0,0,0,0,0,0,0,1,0.225,0.38,0.45,0.83
18,2021-05-19,1,1,0,0,0,0,0,0,0,0,0.22,0.373,0.439,0.812
19,2021-05-21,5,5,1,3,1,0,0,1,0,1,0.261,0.393,0.478,0.871
20,2021-05-23,2,2,1,1,0,0,0,0,0,1,0.271,0.397,0.479,0.876
21,May,23,19,4,7,2,0,0,1,3,6,0.368,0.455,0.474,0.928
22,2021-06-15,1,0,1,0,0,0,0,0,1,0,0.271,0.407,0.479,0.886
23,2021-06-17,4,2,0,0,0,0,0,0,2,1,0.26,0.413,0.46,0.873
24,2021-06-21,5,5,1,1,1,0,0,0,0,4,0.255,0.397,0.455,0.852
25,2021-06-23,2,2,0,0,0,0,0,0,0,1,0.246,0.386,0.439,0.824
26,2021-06-26,3,3,0,0,0,0,0,0,0,0,0.233,0.37,0.417,0.786
27,2021-06-27,4,2,0,1,0,0,0,0,0,1,0.242,0.382,0.419,0.801
28,2021-06-28,1,0,0,0,0,0,0,0,1,0,0.242,0.39,0.419,0.809
29,2021-06-30,3,2,0,0,0,0,0,0,1,0,0.234,0.388,0.406,0.794
30,June,23,16,2,2,1,0,0,0,5,7,0.125,0.364,0.188,0.551
31,2021-07-01,4,3,1,0,0,0,0,0,1,1,0.224,0.381,0.388,0.769
32,2021-07-02,4,4,0,2,0,0,0,1,0,1,0.239,0.386,0.394,0.781
33,2021-07-03,4,4,0,0,0,0,0,0,0,1,0.227,0.37,0.373,0.743
34,2021-07-04,5,3,0,1,0,0,0,0,2,0,0.231,0.381,0.372,0.753
35,2021-07-08,1,0,0,0,0,0,0,0,1,0,0.231,0.388,0.372,0.76
36,2021-07-09,3,3,0,0,0,0,0,0,0,0,0.222,0.376,0.358,0.734
37,2021-07-11,1,1,0,1,0,0,0,0,0,0,0.232,0.382,0.366,0.748
38,2021-07-17,3,3,0,0,0,0,0,0,0,2,0.224,0.371,0.353,0.724
39,2021-07-18,1,1,0,0,0,0,0,0,0,1,0.221,0.368,0.349,0.717
40,2021-07-23,4,4,0,0,0,0,0,0,0,4,0.211,0.355,0.333,0.688
41,2021-07-28,5,3,0,0,0,0,0,0,2,2,0.204,0.357,0.323,0.679
42,2021-07-30,1,1,0,0,0,0,0,0,0,1,0.202,0.353,0.319,0.673
43,July,36,30,1,4,0,0,0,1,6,13,0.133,0.278,0.133,0.411
44,2021-08-01,1,1,0,0,0,0,0,0,0,1,0.2,0.35,0.316,0.666
45,2021-08-04,4,4,0,0,0,0,0,0,0,2,0.192,0.339,0.303,0.642
46,2021-08-05,3,3,1,1,0,0,1,1,0,1,0.196,0.339,0.333,0.672
47,2021-08-06,2,2,0,0,0,0,0,0,0,0,0.192,0.333,0.327,0.66
48,2021-08-07,3,3,0,0,0,0,0,0,0,1,0.187,0.326,0.318,0.643
49,2021-08-08,1,1,0,0,0,0,0,0,0,1,0.185,0.323,0.315,0.638
50,2021-08-14,4,4,1,1,0,0,0,0,0,0,0.188,0.321,0.313,0.633
51,2021-08-15,1,1,0,1,1,0,0,0,0,0,0.195,0.326,0.327,0.653
52,2021-08-16,4,4,1,1,0,0,1,1,0,1,0.197,0.324,0.35,0.674
53,2021-08-18,2,2,0,1,0,0,0,2,0,0,0.202,0.326,0.353,0.679
54,2021-08-19,4,2,0,0,0,0,0,0,1,1,0.198,0.331,0.347,0.678
55,2021-08-21,0,0,0,0,0,0,0,0,0,0,0.198,0.331,0.347,0.678
56,2021-08-22,1,1,0,0,0,0,0,0,0,1,0.197,0.329,0.344,0.673
57,2021-08-24,4,4,0,0,0,0,0,0,0,3,0.19,0.32,0.333,0.653
58,2021-08-25,0,0,0,0,0,0,0,0,0,0,0.19,0.32,0.333,0.653
59,August,34,32,3,5,1,0,2,4,1,12,0.156,0.206,0.375,0.581
60,2021-09-17,3,3,0,1,1,0,0,0,0,1,0.194,0.32,0.341,0.661
61,2021-09-18,1,1,0,1,0,0,0,1,0,0,0.2,0.325,0.346,0.671
62,2021-09-22,5,5,1,1,0,0,1,1,0,2,0.2,0.321,0.363,0.684
63,2021-09-23,1,1,1,1,0,0,1,1,0,0,0.206,0.325,0.39,0.715
64,2021-09-24,1,1,0,0,0,0,0,0,0,1,0.204,0.323,0.387,0.71
65,2021-09-26,3,2,1,1,0,0,0,0,1,0,0.209,0.329,0.388,0.718
66,2021-09-28,1,0,0,0,0,0,0,1,1,0,0.209,0.333,0.388,0.722
67,2021-09-29,2,2,0,1,0,0,0,0,0,0,0.213,0.335,0.39,0.725
68,September,17,15,3,6,1,0,2,4,2,4,0.4,0.471,0.867,1.337
69,2021-10-01,4,4,1,3,0,0,1,3,0,0,0.228,0.345,0.421,0.766
70,2021-10-02,4,3,1,1,0,0,1,1,1,1,0.23,0.349,0.439,0.788
71,2021-10-03,2,1,1,1,0,0,0,0,1,0,0.235,0.356,0.443,0.799
72,October,10,8,3,5,0,0,2,4,2,1,0.625,0.7,1.375,2.075
0,2021-04-04,4,4,2,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25
1,2021-04-08,3,3,0,0,0,0,0,0,0,2,0.143,0.143,0.571,0.714
2,2021-04-13,4,2,0,0,0,0,0,0,2,1,0.111,0.273,0.444,0.717
3,2021-04-14,4,3,1,1,0,0,1,2,1,1,0.167,0.333,0.667,1.0
4,2021-04-16,4,3,0,0,0,0,0,0,1,1,0.133,0.316,0.533,0.849
5,2021-04-17,4,4,0,1,0,0,0,0,0,2,0.158,0.304,0.474,0.778
6,2021-04-18,3,2,0,0,0,0,0,0,0,0,0.143,0.308,0.429,0.736
7,2021-04-23,2,2,1,1,1,0,0,0,0,1,0.174,0.321,0.478,0.8
8,2021-04-24,5,4,2,2,1,0,0,2,1,1,0.222,0.364,0.519,0.882
9,2021-04-28,1,0,0,0,0,0,0,1,1,0,0.222,0.382,0.519,0.901
10,2021-04-29,2,2,0,0,0,0,0,0,0,2,0.207,0.361,0.483,0.844
11,April,36,29,6,6,2,0,2,7,6,11,0.207,0.361,0.483,0.844
12,2021-05-02,1,1,0,1,1,0,0,0,0,0,0.233,0.378,0.533,0.912
13,2021-05-04,1,1,0,1,0,0,0,0,0,0,0.258,0.395,0.548,0.943
14,2021-05-05,3,3,0,0,0,0,0,0,0,1,0.235,0.366,0.5,0.866
15,2021-05-10,4,3,1,0,0,0,0,0,1,1,0.216,0.356,0.459,0.815
16,2021-05-13,5,2,1,1,0,0,0,0,2,1,0.231,0.388,0.462,0.849
17,2021-05-18,1,1,0,0,0,0,0,0,0,1,0.225,0.38,0.45,0.83
18,2021-05-19,1,1,0,0,0,0,0,0,0,0,0.22,0.373,0.439,0.812
19,2021-05-21,5,5,1,3,1,0,0,1,0,1,0.261,0.393,0.478,0.871
20,2021-05-23,2,2,1,1,0,0,0,0,0,1,0.271,0.397,0.479,0.876
21,May,23,19,4,7,2,0,0,1,3,6,0.368,0.455,0.474,0.928
22,2021-06-15,1,0,1,0,0,0,0,0,1,0,0.271,0.407,0.479,0.886
23,2021-06-17,4,2,0,0,0,0,0,0,2,1,0.26,0.413,0.46,0.873
24,2021-06-21,5,5,1,1,1,0,0,0,0,4,0.255,0.397,0.455,0.852
25,2021-06-23,2,2,0,0,0,0,0,0,0,1,0.246,0.386,0.439,0.824
26,2021-06-26,3,3,0,0,0,0,0,0,0,0,0.233,0.37,0.417,0.786
27,2021-06-27,4,2,0,1,0,0,0,0,0,1,0.242,0.382,0.419,0.801
28,2021-06-28,1,0,0,0,0,0,0,0,1,0,0.242,0.39,0.419,0.809
29,2021-06-30,3,2,0,0,0,0,0,0,1,0,0.234,0.388,0.406,0.794
30,June,23,16,2,2,1,0,0,0,5,7,0.125,0.364,0.188,0.551
31,2021-07-01,4,3,1,0,0,0,0,0,1,1,0.224,0.381,0.388,0.769
32,2021-07-02,4,4,0,2,0,0,0,1,0,1,0.239,0.386,0.394,0.781
33,2021-07-03,4,4,0,0,0,0,0,0,0,1,0.227,0.37,0.373,0.743
34,2021-07-04,5,3,0,1,0,0,0,0,2,0,0.231,0.381,0.372,0.753
35,2021-07-08,1,0,0,0,0,0,0,0,1,0,0.231,0.388,0.372,0.76
36,2021-07-09,3,3,0,0,0,0,0,0,0,0,0.222,0.376,0.358,0.734
37,2021-07-11,1,1,0,1,0,0,0,0,0,0,0.232,0.382,0.366,0.748
38,2021-07-17,3,3,0,0,0,0,0,0,0,2,0.224,0.371,0.353,0.724
39,2021-07-18,1,1,0,0,0,0,0,0,0,1,0.221,0.368,0.349,0.717
40,2021-07-23,4,4,0,0,0,0,0,0,0,4,0.211,0.355,0.333,0.688
41,2021-07-28,5,3,0,0,0,0,0,0,2,2,0.204,0.357,0.323,0.679
42,2021-07-30,1,1,0,0,0,0,0,0,0,1,0.202,0.353,0.319,0.673
43,July,36,30,1,4,0,0,0,1,6,13,0.133,0.278,0.133,0.411
44,2021-08-01,1,1,0,0,0,0,0,0,0,1,0.2,0.35,0.316,0.666
45,2021-08-04,4,4,0,0,0,0,0,0,0,2,0.192,0.339,0.303,0.642
46,2021-08-05,3,3,1,1,0,0,1,1,0,1,0.196,0.339,0.333,0.672
47,2021-08-06,2,2,0,0,0,0,0,0,0,0,0.192,0.333,0.327,0.66
48,2021-08-07,3,3,0,0,0,0,0,0,0,1,0.187,0.326,0.318,0.643
49,2021-08-08,1,1,0,0,0,0,0,0,0,1,0.185,0.323,0.315,0.638
50,2021-08-14,4,4,1,1,0,0,0,0,0,0,0.188,0.321,0.313,0.633
51,2021-08-15,1,1,0,1,1,0,0,0,0,0,0.195,0.326,0.327,0.653
52,2021-08-16,4,4,1,1,0,0,1,1,0,1,0.197,0.324,0.35,0.674
53,2021-08-18,2,2,0,1,0,0,0,2,0,0,0.202,0.326,0.353,0.679
54,2021-08-19,4,2,0,0,0,0,0,0,1,1,0.198,0.331,0.347,0.678
55,2021-08-21,0,0,0,0,0,0,0,0,0,0,0.198,0.331,0.347,0.678
56,2021-08-22,1,1,0,0,0,0,0,0,0,1,0.197,0.329,0.344,0.673
57,2021-08-24,4,4,0,0,0,0,0,0,0,3,0.19,0.32,0.333,0.653
58,2021-08-25,0,0,0,0,0,0,0,0,0,0,0.19,0.32,0.333,0.653
59,August,34,32,3,5,1,0,2,4,1,12,0.156,0.206,0.375,0.581
60,2021-09-17,3,3,0,1,1,0,0,0,0,1,0.194,0.32,0.341,0.661
61,2021-09-18,1,1,0,1,0,0,0,1,0,0,0.2,0.325,0.346,0.671
62,2021-09-22,5,5,1,1,0,0,1,1,0,2,0.2,0.321,0.363,0.684
63,2021-09-23,1,1,1,1,0,0,1,1,0,0,0.206,0.325,0.39,0.715
64,2021-09-24,1,1,0,0,0,0,0,0,0,1,0.204,0.323,0.387,0.71
65,2021-09-26,3,2,1,1,0,0,0,0,1,0,0.209,0.329,0.388,0.718
66,2021-09-28,1,0,0,0,0,0,0,1,1,0,0.209,0.333,0.388,0.722
67,2021-09-29,2,2,0,1,0,0,0,0,0,0,0.213,0.335,0.39,0.725
68,September,17,15,3,6,1,0,2,4,2,4,0.4,0.471,0.867,1.337
69,2021-10-01,4,4,1,3,0,0,1,3,0,0,0.228,0.345,0.421,0.766
70,2021-10-02,4,3,1,1,0,0,1,1,1,1,0.23,0.349,0.439,0.788
71,2021-10-03,2,1,1,1,0,0,0,0,1,0,0.235,0.356,0.443,0.799
72,October,10,8,3,5,0,0,2,4,2,1,0.625,0.7,1.375,2.075
